total_changes,churn_ratio,avg_changes_per_file,additions,deletions,changed_files,commits_per_file,review_intensity,commits,has_reviewer,solo_pr,many_reviewers,num_reviewers,review_hours,fast_merge,day_of_week,is_weekend,keyword_count,diff_lines,has_test_file,has_config_file,num_python_files,num_js_files,title_length,comments,review_comments
-0.3862796897452442,-0.09918827007519171,-0.5025010540547535,-0.3873633949154011,-0.24805329926702757,-0.4380456811866785,1.9867850886931349,-0.46482844767361803,0.1314643762720926,0.33589944767593066,-0.3358994476759308,-0.4561290291958711,0.2717756877602118,0.13659807320014886,-0.7115308500884661,1.073080585928759,-0.29040893477575785,0.8143989028287663,-0.459161689669918,-1.1934162828797104,-0.5129891760425771,0.0,-0.26790988186857,0.43046932759592793,0.3245043733232592,-0.4285079270211159
-0.4013322819070912,0.007976158938553211,-0.6545015735868438,-0.4039872056739043,-0.25562909826328556,-0.4380456811866785,0.024505372719113804,0.41100153823164454,-0.4546306758387847,0.33589944767593066,-0.3358994476759308,-0.4561290291958711,0.2717756877602118,-0.16894067213132394,1.4054204394309369,2.2755989079033996,3.4434202266268428,-0.11047051363292415,-1.3788606871684057,-1.1934162828797104,-0.5129891760425771,0.0,-0.26790988186857,-0.17552375355582264,-0.3086748916977343,0.008188049560913064
-0.2671133351306222,0.10833649722126672,-0.504310584049183,-0.3467274130612823,-0.06370885702474921,0.3282227426216498,-0.6763088115573223,0.702944866866732,-0.16158314978334604,0.33589944767593066,-0.3358994476759308,2.192362108070477,2.126548153991041,-0.14437120511716264,-0.7115308500884661,1.073080585928759,-0.29040893477575785,-0.11047051363292415,2.1584431493642393,-1.1934162828797104,1.9493588689617927,0.0,0.39401215969403935,0.32028876738651874,0.11344461831626136,0.44488402614294204
-0.05261389682430254,-0.16002697496276524,0.4855023229038336,0.11319801792397204,-0.2606796309274576,-0.18262287325056908,2.640878327351141,-0.39184261551484617,2.4758445847156016,0.33589944767593066,-0.3358994476759308,2.192362108070477,2.126548153991041,-0.13338905013470487,-0.7115308500884661,-1.3319560580205219,-0.29040893477575785,-1.0353399300946147,-1.1312494186111204,0.8379305815963922,-0.5129891760425771,0.0,-0.15758954160813513,-0.2857043137652318,-0.3086748916977343,-0.21015993873010144
-0.3235605557375484,-0.15872406397171665,-0.14783317514654273,-0.285773440280104,-0.2606796309274576,-0.3741899792026512,1.005645230706124,-0.2458709511973024,0.1314643762720926,0.33589944767593066,-0.3358994476759308,2.192362108070477,1.1991619208756263,-0.16758378162704568,-0.7115308500884661,-0.7306968970332016,-0.29040893477575785,-0.11047051363292415,0.4959103461938961,0.8379305815963922,-0.5129891760425771,0.0,-0.21274971173835258,0.8711915684335647,-0.5197346467047322,-0.21015993873010144
-0.3649551841826276,-0.07179285213182834,-0.49616769907424974,-0.3725866742411761,-0.22532590227825353,-0.31033427721862383,1.005645230706124,-0.2896624504925655,0.4245119023275312,0.33589944767593066,-0.3358994476759308,-0.4561290291958711,0.2717756877602118,-0.1687561477485616,1.4054204394309369,-0.7306968970332016,-0.29040893477575785,-0.11047051363292415,0.17755300090595807,-1.1934162828797104,-0.5129891760425771,0.0,-0.21274971173835258,0.04483736686299575,-0.5197346467047322,-0.21015993873010144
-0.3310868518184719,-0.12050775436575682,-0.40116737436669325,-0.3245623320499447,-0.22280063594616753,-0.24647857523459646,1.005645230706124,-0.17288511903853054,0.7175594283829699,0.33589944767593066,-0.3358994476759308,-0.4561290291958711,0.2717756877602118,-0.1536269663362639,-0.7115308500884661,-0.7306968970332016,-0.29040893477575785,0.8143989028287663,-0.42378865130459153,0.8379305815963922,-0.5129891760425771,0.0,-0.10242937147791767,-1.7180515964875513,1.1687433933512505,0.008188049560913064
-0.21819241060461944,0.02471780323727527,-0.07183291538049758,-0.30239725103860715,-0.025829862043459138,-0.18262287325056908,0.3515519920481172,-0.114496453311513,0.4245119023275312,0.33589944767593066,-0.3358994476759308,-0.4561290291958711,0.2717756877602118,-0.13184263581857464,-0.7115308500884661,-1.3319560580205219,-0.29040893477575785,0.8143989028287663,0.7788946531165076,-1.1934162828797104,1.9493588689617927,0.0,-0.04726920134770022,0.9262818485382693,-0.3086748916977343,0.008188049560913064
-0.2357537681267743,-0.14234811678855627,-0.21297625494601005,-0.18972475589764126,-0.21522483694990951,-0.11876717126654172,-0.3959831378467478,0.41100153823164454,-0.16158314978334604,0.33589944767593066,-0.3358994476759308,-0.4561290291958711,0.2717756877602118,-0.16785806848664436,-0.7115308500884661,-0.7306968970332016,-0.29040893477575785,-0.11047051363292415,-0.8482651116885089,0.8379305815963922,-0.5129891760425771,0.0,0.007890968782517228,1.0364624087476786,-0.5197346467047322,0.22653603785192755
-0.3900428377857059,0.25122240257292655,-0.5953902604354754,-0.4021401155896262,-0.23542696760659754,-0.3741899792026512,-0.3025412466098897,-0.46482844767361803,-0.4546306758387847,0.33589944767593066,-0.3358994476759308,-0.4561290291958711,0.2717756877602118,-0.16714542259459672,-0.7115308500884661,-0.7306968970332016,-0.29040893477575785,-1.0353399300946147,-0.4945347280352444,-1.1934162828797104,-0.5129891760425771,0.0,-0.26790988186857,-1.22223907554521,-0.5197346467047322,-0.4285079270211159
